energy,tempo,musica_dancante,genero,loudness,liveness,valence,artista,time_signature,speechiness,popularidade,track_href,uri,track_album_name,playlist_name,analysis_url,track_id,musica,track_album_release_date,instrumentalness,track_album_id,mode,key,duracao_ms,acousticness,id,playlist_subgenre,type,playlist_id,duracao_minutos
0.586,78.259,0.434,r&b,-7.612,0.146,0.239,"SZA, Travis Scott",4,0.138,80,https://api.spotify.com/v1/tracks/6koKhrBBcExADvWuOgceNZ,spotify:track:6koKhrBBcExADvWuOgceNZ,SOS,R&B Hits,https://api.spotify.com/v1/audio-analysis/6koKhrBBcExADvWuOgceNZ,6koKhrBBcExADvWuOgceNZ,Open Arms (feat. Travis Scott),2022-12-08,0.0144,1nrVofqDRs7cpWXJ49qTnP,1,9,239613,0.753,6koKhrBBcExADvWuOgceNZ,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7,3.99
0.545,159.94,0.545,r&b,-7.362,0.417,0.549,Frank Ocean,3,0.107,87,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Blonde,R&B Hits,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,3xKsf9qdS1CyvXSMEid6g8,Pink + White,2016-08-20,5.48e-05,3mH6qwIy9crq0I9YQbOuDf,1,9,184516,0.667,3xKsf9qdS1CyvXSMEid6g8,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7,3.08
0.364,75.24,0.524,r&b,-10.209,0.1,0.436,"Daniel Caesar, H.E.R.",4,0.0367,84,https://api.spotify.com/v1/tracks/1RMJOxR6GRPsBHL8qeC2ux,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,Freudian,R&B Hits,https://api.spotify.com/v1/audio-analysis/1RMJOxR6GRPsBHL8qeC2ux,1RMJOxR6GRPsBHL8qeC2ux,Best Part (feat. H.E.R.),2017-08-25,0.0,3xybjP7r2VsWzwvDQipdM0,1,7,209831,0.808,1RMJOxR6GRPsBHL8qeC2ux,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7,3.5
0.607,81.001,0.684,r&b,-8.127,0.191,0.498,Miguel,4,0.1,85,https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV,spotify:track:0JXXNGljqupsJaZsgSbMZV,All I Want Is You,R&B Hits,https://api.spotify.com/v1/audio-analysis/0JXXNGljqupsJaZsgSbMZV,0JXXNGljqupsJaZsgSbMZV,Sure Thing,2010-11-26,0.000307,493HYe7N5pleudEZRyhE7R,0,11,195373,0.0267,0JXXNGljqupsJaZsgSbMZV,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7,3.26
0.551,143.008,0.559,r&b,-7.231,0.11,0.392,SZA,4,0.132,86,https://api.spotify.com/v1/tracks/4iZ4pt7kvcaH6Yo8UoZ4s2,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SOS,R&B Hits,https://api.spotify.com/v1/audio-analysis/4iZ4pt7kvcaH6Yo8UoZ4s2,4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,2022-12-09,0.0,07w0rG5TETcyihsEIZR3qG,1,5,201800,0.141,4iZ4pt7kvcaH6Yo8UoZ4s2,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7,3.36
0.444,118.402,0.609,r&b,-9.129,0.104,0.166,Alicia Keys,3,0.106,81,https://api.spotify.com/v1/tracks/3XVBdLihbNbxUwZosxcGuJ,spotify:track:3XVBdLihbNbxUwZosxcGuJ,The Diary Of Alicia Keys,R&B Hits,https://api.spotify.com/v1/audio-analysis/3XVBdLihbNbxUwZosxcGuJ,3XVBdLihbNbxUwZosxcGuJ,If I Ain't Got You,2003-12-02,6.86e-06,6TqRKHLjDu5QZuC8u5Woij,1,7,228707,0.603,3XVBdLihbNbxUwZosxcGuJ,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7,3.81
0.684,112.912,0.692,r&b,-7.364,0.156,0.406,SZA,4,0.155,80,https://api.spotify.com/v1/tracks/2fXwCWkh6YG5zU1IyvQrbs,spotify:track:2fXwCWkh6YG5zU1IyvQrbs,Ctrl,R&B Hits,https://api.spotify.com/v1/audio-analysis/2fXwCWkh6YG5zU1IyvQrbs,2fXwCWkh6YG5zU1IyvQrbs,Broken Clocks,2017-06-09,0.0,76290XdXVF9rPzGdNRWdCh,1,6,231253,0.131,2fXwCWkh6YG5zU1IyvQrbs,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7,3.85
0.307,92.995,0.81,r&b,-7.215,0.0779,0.697,Brent Faiyaz,4,0.12,80,https://api.spotify.com/v1/tracks/1zgHn1EqUyA0HqNYMdJ5ia,spotify:track:1zgHn1EqUyA0HqNYMdJ5ia,Larger Than Life,R&B Hits,https://api.spotify.com/v1/audio-analysis/1zgHn1EqUyA0HqNYMdJ5ia,1zgHn1EqUyA0HqNYMdJ5ia,Best Time,2023-10-27,0.00298,26rTTXIEtEeSTan28AiLaV,1,9,82509,0.16,1zgHn1EqUyA0HqNYMdJ5ia,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7,1.38
0.284,99.796,0.358,r&b,-8.285,0.183,0.276,SZA,3,0.0285,84,https://api.spotify.com/v1/tracks/5Y35SjAfXjjG0sFQ3KOxmm,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,SOS,R&B Hits,https://api.spotify.com/v1/audio-analysis/5Y35SjAfXjjG0sFQ3KOxmm,5Y35SjAfXjjG0sFQ3KOxmm,Nobody Gets Me,2022-12-09,0.0,07w0rG5TETcyihsEIZR3qG,1,7,180853,0.805,5Y35SjAfXjjG0sFQ3KOxmm,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7,3.01
0.735,88.98,0.644,r&b,-5.747,0.161,0.418,SZA,4,0.0391,86,https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SOS,R&B Hits,https://api.spotify.com/v1/audio-analysis/1Qrg8KqiBpW07V7PNxwwwL,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,2022-12-08,0.144,1nrVofqDRs7cpWXJ49qTnP,1,8,153947,0.0521,1Qrg8KqiBpW07V7PNxwwwL,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7,2.57
0.635,103.019,0.617,electronic,-6.769,0.164,0.446,"The Chainsmokers, Coldplay",4,0.0317,86,https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW,Memories...Do Not Open,EDM Hits,https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,2017-04-07,1.44e-05,4JPguzRps3kuWDD5GS6oXr,0,11,247160,0.0498,6RUKPb4LETWmmr3iAEQktW,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,4.12
0.939,129.024,0.671,electronic,-3.206,0.298,0.53,"Pitbull, AFROJACK, Ne-Yo, Nayer",4,0.161,84,https://api.spotify.com/v1/tracks/4QNpBfC0zvjKqPJcyqBy9W,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,Planet Pit (Deluxe Version),EDM Hits,https://api.spotify.com/v1/audio-analysis/4QNpBfC0zvjKqPJcyqBy9W,4QNpBfC0zvjKqPJcyqBy9W,Give Me Everything (feat. Nayer),2011-06-17,0.0,4rG0MhkU6UojACJxkMHIXB,1,8,252307,0.191,4QNpBfC0zvjKqPJcyqBy9W,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,4.21
0.715,199.892,0.475,electronic,-5.371,0.135,0.159,"DJ Snake, Justin Bieber",4,0.058,83,https://api.spotify.com/v1/tracks/0lYBSQXN6rCTvUZvg9S0lU,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,Encore,EDM Hits,https://api.spotify.com/v1/audio-analysis/0lYBSQXN6rCTvUZvg9S0lU,0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,2016-08-05,2.67e-05,02sEJTj1sye1JaqxqpcSCp,1,8,205947,0.0863,0lYBSQXN6rCTvUZvg9S0lU,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,3.43
0.823,128.035,0.646,electronic,-4.123,0.322,0.418,"Calvin Harris, Ellie Goulding",4,0.0394,82,https://api.spotify.com/v1/tracks/7MmG8p0F9N3C4AXdK6o6Eb,spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,Motion,EDM Hits,https://api.spotify.com/v1/audio-analysis/7MmG8p0F9N3C4AXdK6o6Eb,7MmG8p0F9N3C4AXdK6o6Eb,Outside (feat. Ellie Goulding),2014-10-31,0.0,48zisMeiXniWLzOQghbPqS,0,2,227267,0.213,7MmG8p0F9N3C4AXdK6o6Eb,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,3.79
0.835,125.983,0.527,electronic,-5.298,0.249,0.654,Avicii,4,0.0433,82,https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,The Days / Nights,EDM Hits,https://api.spotify.com/v1/audio-analysis/0ct6r3EGTcMLPtrXHDvVjc,0ct6r3EGTcMLPtrXHDvVjc,The Nights,2014-01-01,0.0,0h2knr6qpiAq0tV5ri5JMF,1,6,176658,0.0166,0ct6r3EGTcMLPtrXHDvVjc,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,2.94
0.751,117.948,0.88,electronic,-4.258,0.106,0.884,Regard,4,0.0874,80,https://api.spotify.com/v1/tracks/2tnVG71enUj33Ic2nFN6kZ,spotify:track:2tnVG71enUj33Ic2nFN6kZ,Ride It,EDM Hits,https://api.spotify.com/v1/audio-analysis/2tnVG71enUj33Ic2nFN6kZ,2tnVG71enUj33Ic2nFN6kZ,Ride It,2019-07-26,6.43e-05,4zOhjJfe0dwqsNdDYk622E,0,7,157606,0.177,2tnVG71enUj33Ic2nFN6kZ,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,2.63
0.685,118.02,0.782,electronic,-6.237,0.16,0.603,"OMI, Felix Jaehn",4,0.0309,80,https://api.spotify.com/v1/tracks/7vFoFDWqTX0mHzLfrF1Cfy,spotify:track:7vFoFDWqTX0mHzLfrF1Cfy,Me 4 U,EDM Hits,https://api.spotify.com/v1/audio-analysis/7vFoFDWqTX0mHzLfrF1Cfy,7vFoFDWqTX0mHzLfrF1Cfy,Cheerleader (Felix Jaehn Remix) - Radio Edit,2015-10-16,1.18e-05,7cVXH4slEYzGjDh498OFyL,1,4,180566,0.166,7vFoFDWqTX0mHzLfrF1Cfy,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,3.01
0.524,95.01,0.748,electronic,-5.599,0.111,0.661,"The Chainsmokers, Halsey",4,0.0338,84,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,Closer,EDM Hits,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,7BKLCZ1jbUBVqRi2FVlTVw,Closer,2016-07-29,0.0,0rSLgV8p5FzfnqlEk4GzxE,1,8,244960,0.414,7BKLCZ1jbUBVqRi2FVlTVw,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,4.08
0.627,179.642,0.468,electronic,-5.085,0.11,0.159,Alan Walker,4,0.0476,80,https://api.spotify.com/v1/tracks/698ItKASDavgwZ3WjaWjtz,spotify:track:698ItKASDavgwZ3WjaWjtz,Different World,EDM Hits,https://api.spotify.com/v1/audio-analysis/698ItKASDavgwZ3WjaWjtz,698ItKASDavgwZ3WjaWjtz,Faded,2018-12-14,7.97e-06,3nzuGtN3nXARvvecier4K0,1,6,212107,0.0281,698ItKASDavgwZ3WjaWjtz,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,3.54
0.856,127.949,0.596,electronic,-3.556,0.141,0.743,Calvin Harris,4,0.0346,81,https://api.spotify.com/v1/tracks/6YUTL4dYpB9xZO5qExPf05,spotify:track:6YUTL4dYpB9xZO5qExPf05,Motion,EDM Hits,https://api.spotify.com/v1/audio-analysis/6YUTL4dYpB9xZO5qExPf05,6YUTL4dYpB9xZO5qExPf05,Summer,2014-10-31,0.0178,48zisMeiXniWLzOQghbPqS,0,4,222533,0.0211,6YUTL4dYpB9xZO5qExPf05,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,3.71
0.77,125.905,0.694,electronic,-5.335,0.118,0.163,"Dynoro, Gigi D'Agostino",4,0.149,80,https://api.spotify.com/v1/tracks/0E9ZjEAyAwOXZ7wJC0PD33,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,EDM Hits,https://api.spotify.com/v1/audio-analysis/0E9ZjEAyAwOXZ7wJC0PD33,0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,2018-06-08,1.1e-05,1c79SozES9Eb3Lzf9KVaIa,1,6,184560,0.176,0E9ZjEAyAwOXZ7wJC0PD33,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,3.08
0.963,129.992,0.581,electronic,-4.087,0.139,0.788,"Pitbull, Kesha",4,0.0981,82,https://api.spotify.com/v1/tracks/3cHyrEgdyYRjgJKSOiOtcS,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,Global Warming: Meltdown (Deluxe Version),EDM Hits,https://api.spotify.com/v1/audio-analysis/3cHyrEgdyYRjgJKSOiOtcS,3cHyrEgdyYRjgJKSOiOtcS,Timber,2012,0.0,2F7tejLHzTqFq2XLol9ZGy,1,11,204160,0.0295,3cHyrEgdyYRjgJKSOiOtcS,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,3.4
0.787,126.062,0.604,electronic,-3.674,0.127,0.301,"David Guetta, Sia",4,0.103,80,https://api.spotify.com/v1/tracks/0TDLuuLlV54CkRRUOahJb4,spotify:track:0TDLuuLlV54CkRRUOahJb4,Nothing but the Beat (Ultimate Edition),EDM Hits,https://api.spotify.com/v1/audio-analysis/0TDLuuLlV54CkRRUOahJb4,0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),2012-12-07,0.15,4bTjdxhRRUiWfwj200f9Kl,0,0,245040,0.0679,0TDLuuLlV54CkRRUOahJb4,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,4.08
0.869,159.805,0.533,electronic,-5.093,0.136,0.425,"The Chainsmokers, Daya",4,0.173,80,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,EDM Hits,https://api.spotify.com/v1/audio-analysis/1i1fxkWeaMmKEB4T7zqbzK,1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,2016-02-05,0.00538,2SByipSK8eZ2pasaIwwzhf,1,11,208373,0.156,1i1fxkWeaMmKEB4T7zqbzK,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9,3.47
0.604,159.92,0.561,soul,-4.409,0.104,0.242,Teddy Swims,3,0.0337,81,https://api.spotify.com/v1/tracks/6usohdchdzW9oML7VC4Uhk,spotify:track:6usohdchdzW9oML7VC4Uhk,Lose Control,Soul Coffee,https://api.spotify.com/v1/audio-analysis/6usohdchdzW9oML7VC4Uhk,6usohdchdzW9oML7VC4Uhk,Lose Control,2023-06-23,1.9e-05,5QMiub2LonMqxB7dhtbPlX,1,9,210689,0.199,6usohdchdzW9oML7VC4Uhk,classic,audio_features,37i9dQZF1DXaXDsfv6nvZ5,3.51
0.592,157.969,0.521,gaming,-7.777,0.122,0.535,"Lady Gaga, Bruno Mars",3,0.0304,100,https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe,spotify:track:2plbrEY59IikOBgBGLjaoe,Die With A Smile,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe,2plbrEY59IikOBgBGLjaoe,Die With A Smile,2024-08-16,0.0,10FLjwfpbxLmW8c25Xyc2N,0,6,251668,0.308,2plbrEY59IikOBgBGLjaoe,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,4.19
0.507,104.978,0.747,gaming,-10.171,0.117,0.438,Billie Eilish,4,0.0358,97,https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB,spotify:track:6dOtVTDdiauQNBQEDOtlAB,HIT ME HARD AND SOFT,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB,6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,2024-05-17,0.0608,7aJuG4TFXa2hmE4z1yxc3n,1,2,210373,0.2,6dOtVTDdiauQNBQEDOtlAB,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.51
0.582,116.712,0.7,gaming,-5.96,0.0881,0.785,Chappell Roan,4,0.0356,94,https://api.spotify.com/v1/tracks/0WbMK4wrZ1wFSty9F7FCgu,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/0WbMK4wrZ1wFSty9F7FCgu,0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",2024-04-05,0.0,1WAjjRMfZjEXtB0lQrAw6Q,0,11,218424,0.0502,0WbMK4wrZ1wFSty9F7FCgu,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.64
0.76,103.969,0.701,gaming,-5.478,0.185,0.69,Sabrina Carpenter,4,0.0285,90,https://api.spotify.com/v1/tracks/2qSkIjg1o9h3YT9RAgYN75,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Espresso,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/2qSkIjg1o9h3YT9RAgYN75,2qSkIjg1o9h3YT9RAgYN75,Espresso,2024-04-12,6.54e-05,5quMTd5zeI9yW5UDua8wS4,1,0,175459,0.107,2qSkIjg1o9h3YT9RAgYN75,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.92
0.604,159.92,0.561,gaming,-4.409,0.104,0.242,Teddy Swims,3,0.0337,89,https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj,spotify:track:17phhZDn6oGtzMe56NuWvj,I've Tried Everything But Therapy (Part 1),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj,17phhZDn6oGtzMe56NuWvj,Lose Control,2023-09-15,1.9e-05,7nacKlk586eLRBSIsrk9DB,1,9,210689,0.199,17phhZDn6oGtzMe56NuWvj,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.51
0.882,148.038,0.569,gaming,-2.777,0.142,0.201,"Travis Scott, Playboi Carti",4,0.06,88,https://api.spotify.com/v1/tracks/42VsgItocQwOQC3XWZ8JNA,spotify:track:42VsgItocQwOQC3XWZ8JNA,UTOPIA,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/42VsgItocQwOQC3XWZ8JNA,42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),2023-07-28,0.0,18NOKLkZETa4sWwLMIm0UZ,0,3,191701,0.0316,42VsgItocQwOQC3XWZ8JNA,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.2
0.601,123.994,0.635,gaming,-6.129,0.11,0.332,Myles Smith,4,0.0295,88,https://api.spotify.com/v1/tracks/3Vr3zh0r7ALn8VLqCiRR10,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/3Vr3zh0r7ALn8VLqCiRR10,3Vr3zh0r7ALn8VLqCiRR10,Stargazing,2024-05-10,0.0,3VNxRarx9HUI5w7DHv0TBj,0,1,172533,0.246,3Vr3zh0r7ALn8VLqCiRR10,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.88
0.757,139.982,0.742,gaming,-4.981,0.305,0.957,Chappell Roan,4,0.0421,88,https://api.spotify.com/v1/tracks/4xdBrk0nFZaP54vvZj0yx7,spotify:track:4xdBrk0nFZaP54vvZj0yx7,The Rise and Fall of a Midwest Princess,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4xdBrk0nFZaP54vvZj0yx7,4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,2023-09-22,0.0,0EiI8ylL0FmWWpgHVTsZjZ,1,6,184841,0.0187,4xdBrk0nFZaP54vvZj0yx7,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.08
0.472,101.061,0.898,gaming,-7.001,0.141,0.214,Kendrick Lamar,4,0.0776,88,https://api.spotify.com/v1/tracks/6AI3ezQ4o3HUoP6Dhudph3,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/6AI3ezQ4o3HUoP6Dhudph3,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,2024-05-04,0.0,5JjnoGJyOxfSZUZtk2rRwZ,1,1,274192,0.0107,6AI3ezQ4o3HUoP6Dhudph3,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,4.57
0.583,181.489,0.432,gaming,-4.682,0.0933,0.544,Benson Boone,4,0.0687,87,https://api.spotify.com/v1/tracks/51eSHglvG1RJXtL3qI5trr,spotify:track:51eSHglvG1RJXtL3qI5trr,Fireworks & Rollerblades,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/51eSHglvG1RJXtL3qI5trr,51eSHglvG1RJXtL3qI5trr,Slow It Down,2024-04-05,0.0,168CdR21lfn0TTyw1Pkdcm,1,8,161831,0.174,51eSHglvG1RJXtL3qI5trr,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.7
0.709,81.012,0.722,gaming,-4.95,0.0804,0.604,Shaboozey,4,0.0273,86,https://api.spotify.com/v1/tracks/2FQrifJ1N335Ljm3TjTVVf,spotify:track:2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/2FQrifJ1N335Ljm3TjTVVf,2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),2024-04-12,0.0,6egBeCLeGITzGSo5VyRjwZ,1,9,171292,0.0633,2FQrifJ1N335Ljm3TjTVVf,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.85
0.782,119.992,0.727,gaming,-8.529,0.225,0.655,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",4,0.042,86,https://api.spotify.com/v1/tracks/1BJJbSX6muJVF2AK7uH1x4,spotify:track:1BJJbSX6muJVF2AK7uH1x4,Move,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/1BJJbSX6muJVF2AK7uH1x4,1BJJbSX6muJVF2AK7uH1x4,Move,2024-06-07,0.336,4M8ThNHbNjda2cPwL8XZHS,0,8,177599,0.0563,1BJJbSX6muJVF2AK7uH1x4,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.96
0.745,180.098,0.464,gaming,-3.202,0.363,0.262,"Hanumankind, Kalmi",4,0.161,85,https://api.spotify.com/v1/tracks/0OA00aPt3BV10qeMIs3meW,spotify:track:0OA00aPt3BV10qeMIs3meW,Big Dawgs,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/0OA00aPt3BV10qeMIs3meW,0OA00aPt3BV10qeMIs3meW,Big Dawgs,2024-07-09,0.0,6Yw4204wbgmpsGTzjXBhYD,0,4,190667,0.0235,0OA00aPt3BV10qeMIs3meW,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.18
0.586,107.071,0.669,gaming,-6.073,0.104,0.579,Sabrina Carpenter,4,0.054,88,https://api.spotify.com/v1/tracks/5N3hjp1WNayUPZrA8kJmJP,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/5N3hjp1WNayUPZrA8kJmJP,5N3hjp1WNayUPZrA8kJmJP,Please Please Please,2024-06-06,0.0,5bBaoign62r1i7OV8w7mi9,1,9,186365,0.274,5N3hjp1WNayUPZrA8kJmJP,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.11
0.965,128.04,0.561,gaming,-3.673,0.371,0.304,"David Guetta, Bebe Rexha",4,0.0343,85,https://api.spotify.com/v1/tracks/4uUG5RXrOk84mYEfFvj3cK,spotify:track:4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/4uUG5RXrOk84mYEfFvj3cK,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),2022-08-26,7.07e-06,7M842DMhYVALrXsw3ty7B3,0,7,175238,0.00383,4uUG5RXrOk84mYEfFvj3cK,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.92
0.544,132.052,0.571,gaming,-10.613,0.322,0.216,d4vd,4,0.0299,85,https://api.spotify.com/v1/tracks/1xK59OXxi2TAAAbmZK0kBL,spotify:track:1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/1xK59OXxi2TAAAbmZK0kBL,1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,2022-07-20,0.00805,4B3FsNFguOEJ4TWEsct83B,1,6,132631,0.453,1xK59OXxi2TAAAbmZK0kBL,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.21
0.854,140.515,0.477,gaming,-4.715,0.065,0.314,"LISA, ROSALÍA",5,0.275,85,https://api.spotify.com/v1/tracks/7ov3TDp5D00Rnu5R1viX4w,spotify:track:7ov3TDp5D00Rnu5R1viX4w,New Woman (feat. ROSALÍA),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/7ov3TDp5D00Rnu5R1viX4w,7ov3TDp5D00Rnu5R1viX4w,New Woman (feat. ROSALÍA),2024-08-15,0.0,2ha4ucrONN0cihLMkP02Ch,1,7,179790,0.0858,7ov3TDp5D00Rnu5R1viX4w,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.0
0.471,105.029,0.472,gaming,-5.692,0.14,0.219,Benson Boone,3,0.0603,85,https://api.spotify.com/v1/tracks/6tNQ70jh4OwmPGpYy6R2o9,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/6tNQ70jh4OwmPGpYy6R2o9,6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,2024-01-18,0.0,29aSKB1qPEbN0Qf9OPSQpw,1,10,180304,0.151,6tNQ70jh4OwmPGpYy6R2o9,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,3.01
0.667,130.019,0.776,gaming,-6.622,0.0761,0.618,"Charli xcx, Billie Eilish",4,0.0983,85,https://api.spotify.com/v1/tracks/3WOhcATHxK2SLNeP5W3v1v,spotify:track:3WOhcATHxK2SLNeP5W3v1v,Guess featuring Billie Eilish,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/3WOhcATHxK2SLNeP5W3v1v,3WOhcATHxK2SLNeP5W3v1v,Guess featuring billie eilish,2024-08-01,0.3,3ThlxfLSy4bfKzxWqmC7VN,1,7,145219,0.0146,3WOhcATHxK2SLNeP5W3v1v,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu,2.42
